trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
128474247,4,09/04/2019 07:13,09/04/2019 07:17,3042,34.049301,-118.238808,3030,34.051941,-118.24353,12113,30,One Way,Monthly Pass,standard
128474479,8,09/04/2019 07:13,09/04/2019 07:21,3034,34.042061,-118.263382,3005,34.0485,-118.258537,5840,365,One Way,Annual Pass,standard
128474924,20,09/04/2019 07:14,09/04/2019 07:34,3027,34.04998,-118.247162,3027,34.04998,-118.247162,19200,30,Round Trip,Monthly Pass,electric
128475387,28,09/04/2019 07:14,09/04/2019 07:42,3022,34.04607,-118.233093,4249,34.020302,-118.281181,18982,30,One Way,Monthly Pass,electric
128474691,6,09/04/2019 07:19,09/04/2019 07:25,3014,34.05661,-118.237213,3014,34.05661,-118.237213,5879,30,Round Trip,Monthly Pass,standard
128475613,28,09/04/2019 07:19,09/04/2019 07:47,4249,34.020302,-118.281181,3005,34.0485,-118.258537,12108,30,One Way,Monthly Pass,standard
128474470,4,09/04/2019 07:20,09/04/2019 07:24,3022,34.04607,-118.233093,3036,34.039188,-118.232529,17195,30,One Way,Monthly Pass,electric
128475145,15,09/04/2019 07:20,09/04/2019 07:35,3077,34.039871,-118.250038,3036,34.039188,-118.232529,12017,1,One Way,Walk-up,standard
128475148,18,09/04/2019 07:20,09/04/2019 07:38,4410,34.063351,-118.296799,4312,34.06699,-118.290878,18946,30,One Way,Monthly Pass,electric
128474688,5,09/04/2019 07:21,09/04/2019 07:26,3031,34.044701,-118.252441,3032,34.049889,-118.255882,6414,365,One Way,Annual Pass,standard
128475143,15,09/04/2019 07:21,09/04/2019 07:36,4383,34.009022,-118.425011,4333,33.997231,-118.445969,16068,365,One Way,Walk-up,smart
128474685,3,09/04/2019 07:23,09/04/2019 07:26,4250,34.03017,-118.280952,4273,34.02586,-118.284103,18848,30,One Way,Monthly Pass,electric
128474684,4,09/04/2019 07:24,09/04/2019 07:28,3033,34.040989,-118.255798,3033,34.040989,-118.255798,17039,30,Round Trip,Monthly Pass,electric
128474907,6,09/04/2019 07:25,09/04/2019 07:31,4420,34.168629,-118.377068,4428,34.161709,-118.372818,15180,30,One Way,Monthly Pass,smart
128474908,9,09/04/2019 07:25,09/04/2019 07:34,4420,34.168629,-118.377068,4414,34.16835,-118.387497,16032,30,One Way,Monthly Pass,smart
128474906,5,09/04/2019 07:26,09/04/2019 07:31,3014,34.05661,-118.237213,3016,34.052898,-118.241562,5879,30,One Way,Monthly Pass,standard
128475365,14,09/04/2019 07:26,09/04/2019 07:40,3014,34.05661,-118.237213,3010,34.037048,-118.254868,16724,30,One Way,Monthly Pass,electric
128474904,6,09/04/2019 07:27,09/04/2019 07:33,3014,34.05661,-118.237213,3030,34.051941,-118.24353,12412,30,One Way,Monthly Pass,standard
128475133,11,09/04/2019 07:27,09/04/2019 07:38,3014,34.05661,-118.237213,3076,34.0406,-118.253838,6582,30,One Way,Monthly Pass,standard
128475131,7,09/04/2019 07:29,09/04/2019 07:36,3014,34.05661,-118.237213,3030,34.051941,-118.24353,12072,30,One Way,Monthly Pass,standard
128475127,8,09/04/2019 07:31,09/04/2019 07:39,3082,34.04652,-118.237411,3030,34.051941,-118.24353,17073,30,One Way,Monthly Pass,electric
128475128,4,09/04/2019 07:31,09/04/2019 07:35,3016,34.052898,-118.241562,3027,34.04998,-118.247162,5879,30,One Way,Monthly Pass,standard
128475129,5,09/04/2019 07:31,09/04/2019 07:36,3014,34.05661,-118.237213,3030,34.051941,-118.24353,12414,30,One Way,Monthly Pass,standard
128475357,12,09/04/2019 07:31,09/04/2019 07:43,4328,34.020061,-118.422684,4385,34.036678,-118.425339,16273,365,One Way,Walk-up,smart
128475355,8,09/04/2019 07:34,09/04/2019 07:42,3030,34.051941,-118.24353,3082,34.04652,-118.237411,6169,365,One Way,Annual Pass,standard
128475353,6,09/04/2019 07:35,09/04/2019 07:41,3049,34.056969,-118.253593,3016,34.052898,-118.241562,18897,30,One Way,Monthly Pass,electric
128475354,5,09/04/2019 07:35,09/04/2019 07:40,4390,34.069271,-118.296593,4312,34.06699,-118.290878,6102,1,One Way,Walk-up,standard
128475351,5,09/04/2019 07:36,09/04/2019 07:41,4390,34.069271,-118.296593,4312,34.06699,-118.290878,19895,1,One Way,Walk-up,electric
128475352,6,09/04/2019 07:36,09/04/2019 07:42,3030,34.051941,-118.24353,3066,34.063389,-118.23616,19370,30,One Way,Monthly Pass,electric
128475816,16,09/04/2019 07:36,09/04/2019 07:52,3027,34.04998,-118.247162,3045,34.028511,-118.256668,19200,30,One Way,Monthly Pass,electric
128475349,3,09/04/2019 07:37,09/04/2019 07:40,3029,34.048851,-118.246422,3027,34.04998,-118.247162,5944,30,One Way,Monthly Pass,standard
128475579,8,09/04/2019 07:37,09/04/2019 07:45,3067,34.045181,-118.250237,4387,34.03352,-118.241837,5753,30,One Way,Monthly Pass,standard
128475810,16,09/04/2019 07:38,09/04/2019 07:54,4220,34.074829,-118.258728,4401,34.075611,-118.291862,16716,30,One Way,Monthly Pass,electric
128475347,3,09/04/2019 07:39,09/04/2019 07:42,3042,34.049301,-118.238808,3030,34.051941,-118.24353,19587,30,One Way,Monthly Pass,electric
128475807,15,09/04/2019 07:39,09/04/2019 07:54,4312,34.06699,-118.290878,4312,34.06699,-118.290878,18946,30,Round Trip,Monthly Pass,electric
128475574,7,09/04/2019 07:41,09/04/2019 07:48,4246,34.023708,-118.279167,4246,34.023708,-118.279167,5739,30,Round Trip,Monthly Pass,standard
128475575,8,09/04/2019 07:41,09/04/2019 07:49,3014,34.05661,-118.237213,3027,34.04998,-118.247162,5929,30,One Way,Monthly Pass,standard
128475804,9,09/04/2019 07:41,09/04/2019 07:50,3066,34.063389,-118.23616,3030,34.051941,-118.24353,6496,30,One Way,Monthly Pass,standard
128476044,14,09/04/2019 07:41,09/04/2019 07:55,3027,34.04998,-118.247162,3005,34.0485,-118.258537,5944,30,One Way,Monthly Pass,standard
128476046,16,09/04/2019 07:41,09/04/2019 07:57,3066,34.063389,-118.23616,3034,34.042061,-118.263382,16518,30,One Way,Monthly Pass,electric
128475800,6,09/04/2019 07:45,09/04/2019 07:51,3014,34.05661,-118.237213,3030,34.051941,-118.24353,6269,30,One Way,Monthly Pass,standard
128475797,4,09/04/2019 07:47,09/04/2019 07:51,3042,34.049301,-118.238808,3030,34.051941,-118.24353,6525,30,One Way,Monthly Pass,standard
128476517,13,09/04/2019 07:48,09/04/2019 08:01,3051,34.045422,-118.253517,4227,34.0298,-118.270309,12013,365,One Way,Annual Pass,standard
128476515,12,09/04/2019 07:49,09/04/2019 08:01,3042,34.049301,-118.238808,4387,34.03352,-118.241837,12003,1,One Way,Walk-up,standard
128476032,4,09/04/2019 07:51,09/04/2019 07:55,3075,34.04211,-118.256187,3005,34.0485,-118.258537,5878,30,One Way,Monthly Pass,standard
128476031,4,09/04/2019 07:52,09/04/2019 07:56,3018,34.043732,-118.260139,3005,34.0485,-118.258537,16540,30,One Way,Monthly Pass,electric
128476029,4,09/04/2019 07:54,09/04/2019 07:58,3042,34.049301,-118.238808,3027,34.04998,-118.247162,11978,30,One Way,Monthly Pass,standard
128476030,2,09/04/2019 07:54,09/04/2019 07:56,3051,34.045422,-118.253517,3006,34.04554,-118.256668,16356,30,One Way,Monthly Pass,electric
128476507,6,09/04/2019 07:54,09/04/2019 08:00,3014,34.05661,-118.237213,3030,34.051941,-118.24353,19956,30,One Way,Monthly Pass,electric
128476508,7,09/04/2019 07:54,09/04/2019 08:01,3014,34.05661,-118.237213,3062,34.047749,-118.243172,12154,30,One Way,Monthly Pass,standard
128476743,14,09/04/2019 07:55,09/04/2019 08:09,3005,34.0485,-118.258537,3031,34.044701,-118.252441,19840,30,One Way,Monthly Pass,electric
128476506,4,09/04/2019 07:56,09/04/2019 08:00,3042,34.049301,-118.238808,3016,34.052898,-118.241562,6288,30,One Way,Monthly Pass,standard
128476504,6,09/04/2019 07:57,09/04/2019 08:03,3014,34.05661,-118.237213,3030,34.051941,-118.24353,12449,30,One Way,Monthly Pass,standard
128476505,3,09/04/2019 07:57,09/04/2019 08:00,3006,34.04554,-118.256668,3008,34.046612,-118.262733,5943,30,One Way,Monthly Pass,standard
128476502,4,09/04/2019 08:00,09/04/2019 08:04,3016,34.052898,-118.241562,3027,34.04998,-118.247162,18897,30,One Way,Monthly Pass,electric
128476737,7,09/04/2019 08:01,09/04/2019 08:08,4300,34.04887,-118.2743,3064,34.04681,-118.256981,18912,1,One Way,Walk-up,electric
128477657,24,09/04/2019 08:01,09/04/2019 08:25,4312,34.06699,-118.290878,4401,34.075611,-118.291862,18946,30,One Way,Monthly Pass,electric
128477195,14,09/04/2019 08:03,09/04/2019 08:17,3047,34.039982,-118.266403,3023,34.050911,-118.240967,19178,30,One Way,Monthly Pass,electric
128477885,28,09/04/2019 08:03,09/04/2019 08:31,4314,34.057709,-118.279762,3074,34.04417,-118.261169,18348,30,One Way,Monthly Pass,electric
128476734,5,09/04/2019 08:04,09/04/2019 08:09,3082,34.04652,-118.237411,3030,34.051941,-118.24353,6043,365,One Way,Annual Pass,standard
128476962,4,09/04/2019 08:06,09/04/2019 08:10,3011,34.04113,-118.267982,3000,,,12206,30,One Way,Monthly Pass,standard
128476960,2,09/04/2019 08:09,09/04/2019 08:11,3051,34.045422,-118.253517,3005,34.0485,-118.258537,6589,30,One Way,Monthly Pass,standard
128476959,3,09/04/2019 08:10,09/04/2019 08:13,3008,34.046612,-118.262733,3035,34.048401,-118.260948,5943,30,One Way,Monthly Pass,standard
128477187,9,09/04/2019 08:10,09/04/2019 08:19,3066,34.063389,-118.23616,3049,34.056969,-118.253593,19370,30,One Way,Monthly Pass,electric
128477188,6,09/04/2019 08:10,09/04/2019 08:16,3022,34.04607,-118.233093,3029,34.048851,-118.246422,16740,30,One Way,Monthly Pass,electric
128477185,4,09/04/2019 08:11,09/04/2019 08:15,3067,34.045181,-118.250237,3029,34.048851,-118.246422,17567,30,One Way,Monthly Pass,electric
128477417,11,09/04/2019 08:11,09/04/2019 08:22,3011,34.04113,-118.267982,3007,34.05048,-118.254593,6350,30,One Way,Monthly Pass,standard
128477418,11,09/04/2019 08:11,09/04/2019 08:22,3066,34.063389,-118.23616,3038,34.046822,-118.248352,12362,30,One Way,Monthly Pass,standard
128477414,5,09/04/2019 08:16,09/04/2019 08:21,3046,34.052872,-118.24749,3064,34.04681,-118.256981,17072,30,One Way,Monthly Pass,electric
128477639,11,09/04/2019 08:16,09/04/2019 08:27,3005,34.0485,-118.258537,3081,34.031891,-118.250183,6194,30,One Way,Monthly Pass,standard
128477409,6,09/04/2019 08:17,09/04/2019 08:23,3014,34.05661,-118.237213,3030,34.051941,-118.24353,5771,30,One Way,Monthly Pass,standard
128477410,4,09/04/2019 08:17,09/04/2019 08:21,3014,34.05661,-118.237213,3030,34.051941,-118.24353,6377,30,One Way,Monthly Pass,standard
128477411,7,09/04/2019 08:17,09/04/2019 08:24,3034,34.042061,-118.263382,3007,34.05048,-118.254593,16593,365,One Way,Annual Pass,electric
128477406,2,09/04/2019 08:20,09/04/2019 08:22,3046,34.052872,-118.24749,3069,34.05088,-118.248253,5936,30,One Way,Monthly Pass,standard
128477857,10,09/04/2019 08:21,09/04/2019 08:31,3030,34.051941,-118.24353,3032,34.049889,-118.255882,19956,30,One Way,Monthly Pass,electric
128477859,13,09/04/2019 08:21,09/04/2019 08:34,4314,34.057709,-118.279762,3074,34.04417,-118.261169,6318,365,One Way,Annual Pass,standard
128477627,4,09/04/2019 08:22,09/04/2019 08:26,3038,34.046822,-118.248352,3030,34.051941,-118.24353,5819,30,One Way,Monthly Pass,standard
128477628,6,09/04/2019 08:22,09/04/2019 08:28,3034,34.042061,-118.263382,3035,34.048401,-118.260948,6260,30,One Way,Monthly Pass,standard
128477625,6,09/04/2019 08:23,09/04/2019 08:29,3014,34.05661,-118.237213,3030,34.051941,-118.24353,12136,30,One Way,Monthly Pass,standard
128477852,9,09/04/2019 08:23,09/04/2019 08:32,3027,34.04998,-118.247162,3035,34.048401,-118.260948,18897,1,One Way,Walk-up,electric
128478074,13,09/04/2019 08:23,09/04/2019 08:36,4404,34.04813,-118.271027,3020,34.031052,-118.26709,5872,30,One Way,Monthly Pass,standard
128478076,13,09/04/2019 08:23,09/04/2019 08:36,4220,34.074829,-118.258728,3032,34.049889,-118.255882,17731,30,One Way,Monthly Pass,electric
128478786,29,09/04/2019 08:23,09/04/2019 08:52,4405,34.051899,-118.293678,3082,34.04652,-118.237411,19824,30,One Way,Monthly Pass,electric
128477624,4,09/04/2019 08:24,09/04/2019 08:28,3063,34.048038,-118.253738,3075,34.04211,-118.256187,6680,30,One Way,Monthly Pass,standard
128477848,9,09/04/2019 08:24,09/04/2019 08:33,3014,34.05661,-118.237213,3014,34.05661,-118.237213,12162,365,Round Trip,Walk-up,standard
128477850,6,09/04/2019 08:24,09/04/2019 08:30,3067,34.045181,-118.250237,3030,34.051941,-118.24353,6665,30,One Way,Monthly Pass,standard
128478071,14,09/04/2019 08:24,09/04/2019 08:38,4303,34.098011,-118.287071,4220,34.074829,-118.258728,19544,30,One Way,Monthly Pass,electric
128477622,2,09/04/2019 08:25,09/04/2019 08:27,4332,34.02948,-118.410469,4332,34.02948,-118.410469,16103,30,Round Trip,Monthly Pass,smart
128477844,4,09/04/2019 08:26,09/04/2019 08:30,3031,34.044701,-118.252441,3005,34.0485,-118.258537,6031,30,One Way,Monthly Pass,standard
128478065,10,09/04/2019 08:26,09/04/2019 08:36,3019,34.038609,-118.260857,3030,34.051941,-118.24353,18104,30,One Way,Monthly Pass,electric
128477840,5,09/04/2019 08:27,09/04/2019 08:32,3035,34.048401,-118.260948,4404,34.04813,-118.271027,5943,1,One Way,Walk-up,standard
128477843,6,09/04/2019 08:27,09/04/2019 08:33,4332,34.02948,-118.410469,4330,34.025688,-118.395302,16237,30,One Way,Monthly Pass,smart
128477839,4,09/04/2019 08:28,09/04/2019 08:32,3063,34.048038,-118.253738,3064,34.04681,-118.256981,12308,30,One Way,Monthly Pass,standard
128477836,1,09/04/2019 08:30,09/04/2019 08:31,3034,34.042061,-118.263382,3034,34.042061,-118.263382,17247,365,Round Trip,Annual Pass,electric
128477837,3,09/04/2019 08:30,09/04/2019 08:33,3031,34.044701,-118.252441,3064,34.04681,-118.256981,19840,365,One Way,Annual Pass,electric
128478057,8,09/04/2019 08:30,09/04/2019 08:38,3034,34.042061,-118.263382,3035,34.048401,-118.260948,16518,365,One Way,Annual Pass,electric
128478052,8,09/04/2019 08:31,09/04/2019 08:39,3018,34.043732,-118.260139,3038,34.046822,-118.248352,6282,30,One Way,Monthly Pass,standard
128478054,8,09/04/2019 08:31,09/04/2019 08:39,3034,34.042061,-118.263382,3032,34.049889,-118.255882,18984,365,One Way,Annual Pass,electric
128478281,11,09/04/2019 08:31,09/04/2019 08:42,3019,34.038609,-118.260857,3016,34.052898,-118.241562,18670,365,One Way,Annual Pass,electric
128478517,16,09/04/2019 08:31,09/04/2019 08:47,3042,34.049301,-118.238808,3019,34.038609,-118.260857,6631,30,One Way,Monthly Pass,standard
128478521,18,09/04/2019 08:31,09/04/2019 08:49,4315,34.054031,-118.27092,3014,34.05661,-118.237213,16742,30,One Way,Monthly Pass,electric
128478522,15,09/04/2019 08:31,09/04/2019 08:46,3074,34.04417,-118.261169,3067,34.045181,-118.250237,18348,30,One Way,Monthly Pass,electric
128479005,25,09/04/2019 08:31,09/04/2019 08:56,4266,34.026291,-118.277687,3006,34.04554,-118.256668,16367,1,One Way,One Day Pass,electric
128479009,24,09/04/2019 08:31,09/04/2019 08:55,4401,34.075611,-118.291862,4401,34.075611,-118.291862,18946,30,Round Trip,Monthly Pass,electric
128477834,1,09/04/2019 08:32,09/04/2019 08:33,3064,34.04681,-118.256981,3064,34.04681,-118.256981,17072,30,Round Trip,Monthly Pass,electric
128478050,3,09/04/2019 08:32,09/04/2019 08:35,3033,34.040989,-118.255798,3076,34.0406,-118.253838,6484,365,One Way,Annual Pass,standard
128478758,19,09/04/2019 08:32,09/04/2019 08:51,4300,34.04887,-118.2743,3046,34.052872,-118.24749,6704,1,One Way,Walk-up,standard
128515106,488,09/04/2019 08:32,09/04/2019 16:40,3014,34.05661,-118.237213,3030,34.051941,-118.24353,6239,30,One Way,Monthly Pass,standard
128478048,6,09/04/2019 08:33,09/04/2019 08:39,3014,34.05661,-118.237213,3030,34.051941,-118.24353,6712,30,One Way,Monthly Pass,standard
128478275,8,09/04/2019 08:33,09/04/2019 08:41,3014,34.05661,-118.237213,3030,34.051941,-118.24353,5885,30,One Way,Monthly Pass,standard
128478997,23,09/04/2019 08:33,09/04/2019 08:56,4266,34.026291,-118.277687,3006,34.04554,-118.256668,16775,1,One Way,One Day Pass,electric
128481876,78,09/04/2019 08:33,09/04/2019 09:51,3064,34.04681,-118.256981,3069,34.05088,-118.248253,18912,30,One Way,Monthly Pass,electric
128478510,11,09/04/2019 08:35,09/04/2019 08:46,3076,34.0406,-118.253838,3058,34.035801,-118.23317,17340,365,One Way,Annual Pass,electric
128478993,23,09/04/2019 08:35,09/04/2019 08:58,4334,34.02018,-118.40403,4394,33.980789,-118.414902,15976,30,One Way,Monthly Pass,smart
128478748,15,09/04/2019 08:38,09/04/2019 08:53,4220,34.074829,-118.258728,3014,34.05661,-118.237213,19544,30,One Way,Monthly Pass,electric
128478747,14,09/04/2019 08:40,09/04/2019 08:54,3005,34.0485,-118.258537,3005,34.0485,-118.258537,16422,365,Round Trip,Annual Pass,electric
128478505,7,09/04/2019 08:42,09/04/2019 08:49,3034,34.042061,-118.263382,3005,34.0485,-118.258537,6623,30,One Way,Monthly Pass,standard
128478503,4,09/04/2019 08:44,09/04/2019 08:48,3047,34.039982,-118.266403,3019,34.038609,-118.260857,6614,30,One Way,Monthly Pass,standard
128479456,16,09/04/2019 08:45,09/04/2019 09:01,4344,34.014309,-118.491341,4349,33.996239,-118.477448,15337,30,One Way,Monthly Pass,smart
128478980,11,09/04/2019 08:46,09/04/2019 08:57,3067,34.045181,-118.250237,3008,34.046612,-118.262733,18348,30,One Way,Monthly Pass,electric
128480416,35,09/04/2019 08:46,09/04/2019 09:21,3057,34.035679,-118.270813,3057,34.035679,-118.270813,6372,1,Round Trip,Walk-up,standard
128478740,6,09/04/2019 08:47,09/04/2019 08:53,3014,34.05661,-118.237213,3030,34.051941,-118.24353,6263,30,One Way,Monthly Pass,standard
128478978,11,09/04/2019 08:47,09/04/2019 08:58,3014,34.05661,-118.237213,3027,34.04998,-118.247162,6060,30,One Way,Monthly Pass,standard
128479934,26,09/04/2019 08:48,09/04/2019 09:14,4220,34.074829,-118.258728,3000,,,18962,365,One Way,Annual Pass,electric
128479929,20,09/04/2019 08:50,09/04/2019 09:10,4323,33.99958,-118.44136,4354,34.017681,-118.409081,15645,365,One Way,Walk-up,smart
128478734,2,09/04/2019 08:51,09/04/2019 08:53,3034,34.042061,-118.263382,3074,34.04417,-118.261169,17247,30,One Way,Monthly Pass,electric
128478971,7,09/04/2019 08:51,09/04/2019 08:58,3069,34.05088,-118.248253,3048,34.041691,-118.235352,16659,365,One Way,Annual Pass,electric
128479926,20,09/04/2019 08:51,09/04/2019 09:11,4330,34.025688,-118.395302,4330,34.025688,-118.395302,15570,999,Round Trip,Testing,smart
128478968,5,09/04/2019 08:53,09/04/2019 08:58,4315,34.054031,-118.27092,4313,34.056808,-118.275002,6559,30,One Way,Monthly Pass,standard
128478969,4,09/04/2019 08:53,09/04/2019 08:57,3074,34.04417,-118.261169,3005,34.0485,-118.258537,5824,30,One Way,Monthly Pass,standard
128479441,9,09/04/2019 08:54,09/04/2019 09:03,3066,34.063389,-118.23616,3069,34.05088,-118.248253,6274,30,One Way,Monthly Pass,standard
128478965,3,09/04/2019 08:56,09/04/2019 08:59,4248,34.028351,-118.288673,4245,34.02404,-118.283409,16562,30,One Way,Monthly Pass,electric
128479438,3,09/04/2019 08:57,09/04/2019 09:00,3068,34.0532,-118.250954,3024,34.05772,-118.24897,6036,30,One Way,Monthly Pass,standard
128480154,18,09/04/2019 08:57,09/04/2019 09:15,4314,34.057709,-118.279762,3038,34.046822,-118.248352,12391,1,One Way,Walk-up,standard
128479916,12,09/04/2019 08:58,09/04/2019 09:10,4343,33.998322,-118.460983,4349,33.996239,-118.477448,16180,30,One Way,Monthly Pass,smart
128479434,5,09/04/2019 08:59,09/04/2019 09:04,3014,34.05661,-118.237213,3030,34.051941,-118.24353,19544,30,One Way,Monthly Pass,electric
128479435,5,09/04/2019 08:59,09/04/2019 09:04,3027,34.04998,-118.247162,3031,34.044701,-118.252441,6225,30,One Way,Monthly Pass,standard
128479675,6,09/04/2019 08:59,09/04/2019 09:05,4414,34.16835,-118.387497,4420,34.168629,-118.377068,15993,30,One Way,Monthly Pass,smart
128479433,3,09/04/2019 09:00,09/04/2019 09:03,3042,34.049301,-118.238808,3030,34.051941,-118.24353,19587,30,One Way,Monthly Pass,electric
128480870,31,09/04/2019 09:02,09/04/2019 09:33,4401,34.075611,-118.291862,4293,34.062279,-118.271523,16716,30,One Way,Monthly Pass,electric
128482065,55,09/04/2019 09:02,09/04/2019 09:57,4345,33.99556,-118.481552,4345,33.99556,-118.481552,15950,1,Round Trip,Walk-up,smart
128479670,5,09/04/2019 09:03,09/04/2019 09:08,3019,34.038609,-118.260857,3006,34.04554,-118.256668,6380,30,One Way,Monthly Pass,standard
128479669,4,09/04/2019 09:04,09/04/2019 09:08,3005,34.0485,-118.258537,3031,34.044701,-118.252441,5720,365,One Way,Annual Pass,standard
128480381,17,09/04/2019 09:06,09/04/2019 09:23,3066,34.063389,-118.23616,3018,34.043732,-118.260139,6441,30,One Way,Monthly Pass,standard
128479901,3,09/04/2019 09:08,09/04/2019 09:11,3006,34.04554,-118.256668,3032,34.049889,-118.255882,16775,30,One Way,Monthly Pass,electric
128481101,26,09/04/2019 09:09,09/04/2019 09:35,4324,34.02655,-118.408463,4394,33.980789,-118.414902,16042,30,One Way,Monthly Pass,smart
128480135,9,09/04/2019 09:10,09/04/2019 09:19,3034,34.042061,-118.263382,3007,34.05048,-118.254593,6024,30,One Way,Monthly Pass,standard
128480373,9,09/04/2019 09:11,09/04/2019 09:20,3027,34.04998,-118.247162,3075,34.04211,-118.256187,6629,30,One Way,Monthly Pass,standard
128479899,1,09/04/2019 09:12,09/04/2019 09:13,3038,34.046822,-118.248352,3029,34.048851,-118.246422,6167,30,One Way,Monthly Pass,standard
128480370,7,09/04/2019 09:13,09/04/2019 09:20,3029,34.048851,-118.246422,3008,34.046612,-118.262733,16740,30,One Way,Monthly Pass,electric
128481094,24,09/04/2019 09:14,09/04/2019 09:38,4330,34.025688,-118.395302,4330,34.025688,-118.395302,16237,999,Round Trip,Testing,smart
128480368,6,09/04/2019 09:18,09/04/2019 09:24,3068,34.0532,-118.250954,3032,34.049889,-118.255882,12074,30,One Way,Monthly Pass,standard
128480369,4,09/04/2019 09:18,09/04/2019 09:22,3008,34.046612,-118.262733,3064,34.04681,-118.256981,18348,30,One Way,Monthly Pass,electric
128480366,5,09/04/2019 09:19,09/04/2019 09:24,3033,34.040989,-118.255798,3019,34.038609,-118.260857,6541,1,One Way,Walk-up,standard
128480367,5,09/04/2019 09:19,09/04/2019 09:24,3049,34.056969,-118.253593,3030,34.051941,-118.24353,5781,30,One Way,Monthly Pass,standard
128480605,5,09/04/2019 09:22,09/04/2019 09:27,3042,34.049301,-118.238808,3030,34.051941,-118.24353,6635,30,One Way,Monthly Pass,standard
128480604,3,09/04/2019 09:23,09/04/2019 09:26,3042,34.049301,-118.238808,3030,34.051941,-118.24353,12072,30,One Way,Monthly Pass,standard
128481563,23,09/04/2019 09:24,09/04/2019 09:47,4344,34.014309,-118.491341,4342,33.991161,-118.468292,15289,30,One Way,Monthly Pass,smart
128480846,6,09/04/2019 09:26,09/04/2019 09:32,3082,34.04652,-118.237411,3037,34.034801,-118.231277,19824,30,One Way,Monthly Pass,electric
128480845,3,09/04/2019 09:28,09/04/2019 09:31,3062,34.047749,-118.243172,3069,34.05088,-118.248253,16343,365,One Way,Annual Pass,electric
128481082,5,09/04/2019 09:32,09/04/2019 09:37,4418,34.150688,-118.366127,4285,,,15286,30,One Way,Monthly Pass,smart
128481556,12,09/04/2019 09:33,09/04/2019 09:45,4300,34.04887,-118.2743,4273,34.02586,-118.284103,12181,30,One Way,Monthly Pass,standard
128481314,9,09/04/2019 09:34,09/04/2019 09:43,3030,34.051941,-118.24353,3036,34.039188,-118.232529,19587,30,One Way,Monthly Pass,electric
128481316,7,09/04/2019 09:34,09/04/2019 09:41,3067,34.045181,-118.250237,3035,34.048401,-118.260948,6114,30,One Way,Monthly Pass,standard
128481317,7,09/04/2019 09:34,09/04/2019 09:41,3075,34.04211,-118.256187,3047,34.039982,-118.266403,6629,30,One Way,Monthly Pass,standard
128481551,14,09/04/2019 09:34,09/04/2019 09:48,3032,34.049889,-118.255882,4266,34.026291,-118.277687,19956,30,One Way,Monthly Pass,electric
128481078,2,09/04/2019 09:35,09/04/2019 09:37,4267,34.027618,-118.280678,4245,34.02404,-118.283409,17030,30,One Way,Monthly Pass,electric
128481313,5,09/04/2019 09:35,09/04/2019 09:40,3022,34.04607,-118.233093,3062,34.047749,-118.243172,12317,30,One Way,Monthly Pass,standard
128481547,10,09/04/2019 09:35,09/04/2019 09:45,3029,34.048851,-118.246422,3064,34.04681,-118.256981,6167,30,One Way,Monthly Pass,standard
128481540,11,09/04/2019 09:38,09/04/2019 09:49,3029,34.048851,-118.246422,3035,34.048401,-118.260948,17567,30,One Way,Monthly Pass,electric
128481776,12,09/04/2019 09:39,09/04/2019 09:51,3066,34.063389,-118.23616,3064,34.04681,-118.256981,6453,30,One Way,Monthly Pass,standard
128482479,24,09/04/2019 09:39,09/04/2019 10:03,4346,33.984341,-118.47155,4346,33.984341,-118.47155,16140,1,Round Trip,Walk-up,smart
128482476,24,09/04/2019 09:40,09/04/2019 10:04,4330,34.025688,-118.395302,4330,34.025688,-118.395302,15870,999,Round Trip,Testing,smart
128481774,11,09/04/2019 09:42,09/04/2019 09:53,3030,34.051941,-118.24353,3058,34.035801,-118.23317,19544,30,One Way,Monthly Pass,electric
128481537,4,09/04/2019 09:43,09/04/2019 09:47,3014,34.05661,-118.237213,3016,34.052898,-118.241562,16742,30,One Way,Monthly Pass,electric
128482010,13,09/04/2019 09:43,09/04/2019 09:56,4347,33.984928,-118.469963,4350,33.9986,-118.472977,15270,1,One Way,Walk-up,smart
128482468,13,09/04/2019 09:47,09/04/2019 10:00,3019,34.038609,-118.260857,3019,34.038609,-118.260857,6614,30,Round Trip,Monthly Pass,standard
128482696,20,09/04/2019 09:47,09/04/2019 10:07,4293,34.062279,-118.271523,4293,34.062279,-118.271523,17068,30,Round Trip,Monthly Pass,electric
128482697,18,09/04/2019 09:47,09/04/2019 10:05,4405,34.051899,-118.293678,4266,34.026291,-118.277687,17546,1,One Way,One Day Pass,electric
128482465,11,09/04/2019 09:50,09/04/2019 10:01,3064,34.04681,-118.256981,3035,34.048401,-118.260948,18348,30,One Way,Monthly Pass,electric
128482463,13,09/04/2019 09:51,09/04/2019 10:04,3035,34.048401,-118.260948,4250,34.03017,-118.280952,16518,365,One Way,Annual Pass,electric
128491509,198,09/04/2019 09:51,09/04/2019 13:09,3069,34.05088,-118.248253,3005,34.0485,-118.258537,16343,30,One Way,Monthly Pass,electric
128481996,1,09/04/2019 09:58,09/04/2019 09:59,4345,33.99556,-118.481552,4345,33.99556,-118.481552,16046,1,Round Trip,Walk-up,smart
128483132,15,09/04/2019 10:02,09/04/2019 10:17,3069,34.05088,-118.248253,3007,34.05048,-118.254593,6274,30,One Way,Monthly Pass,standard
